High Priority Response Time
7494, 9346, 11199, 11257, 11257, 11271, 11419, 11434, 11711, 11821, 12087, 12164, 11903, 11872, 11684, 11847, 12096, 12046, 11987, 11944, 11803, 11746, 11714, 12102, 12103, 11974, 12120, 12063, 11922, 12004, 11905, 11935, 11880, 11804, 11892, 11774, 12118, 11811, 11902, 11680, 11850, 11844, 12073, 11767, 11707, 11934, 11827, 11926, 11647, 11943, 11880, 11957, 11738, 11849, 12158, 11800, 11674, 11953, 11721, 11909, 11779, 11728, 11914, 11853, 11866, 11819, 11926, 11914, 11733, 12239, 12280, 12077, 12243, 12305, 11993
13013, 13373, 13171, 13225, 13160, 13235, 13717, 13637, 13459, 13590, 13545, 13838, 9138, 13785, 13769, 13740, 13614, 13677, 13569, 13811, 13704, 13613, 13208, 13610, 13539, 13406, 13819, 13907, 14814, 13671, 15211, 15091, 13407, 13742, 13403, 13544, 13658, 13515, 13612, 13476, 13404, 13443, 13536, 13413, 13558, 13647, 13304, 13536, 13451, 13543, 13710, 13722, 13378, 13425, 13708, 13662, 13515, 13587, 13416, 13672, 13604, 13609, 13495, 13533, 13530, 13489, 13985, 14813, 13449, 16804, 13482, 13669, 13907, 13935, 13759
7844, 7151, 11267, 13352, 13362, 15336, 13428, 13424, 13496, 13470, 14943, 14944, 16408, 13460, 13578, 13477, 13527, 13538, 13543, 13514, 13647, 13489, 13079, 14185, 13029, 13106, 13111, 13463, 13500, 13276, 13017, 13567, 13110, 13013, 13496, 13129, 13469, 13456, 13470, 13052, 13125, 13474, 13508, 13113, 13115, 13520, 13015, 13168, 13163, 13459, 13124, 14055, 13184, 13057, 14231, 13115, 13485, 13057, 13197, 13107, 12928, 12994, 13089, 13167, 13104, 12746, 13916, 14587, 13515, 14297, 13979, 13515, 13518, 14125, 13546
12022, 13837, 14132, 13886, 14233, 14181, 13887, 14414, 14220, 14454, 14426, 14359, 14227, 14457, 14157, 14289, 14223, 14413, 14561, 14438, 14495, 14147, 14020, 14321, 14537, 14140, 14662, 14342, 14427, 10381, 14837, 14698, 14468, 14408, 14269, 14507, 14459, 14331, 14131, 14574, 14467, 14506, 14193, 14163, 14364, 14456, 14368, 14252, 14290, 14431, 14386, 14193, 14344, 14214, 14405, 14602, 14360, 14329, 14261, 14331, 14376, 14489, 14373, 14057, 14282, 14235, 14350, 14794, 14292, 14685, 14186, 14482, 14609, 14505, 14679
12666, 13490, 13634, 13631, 14485, 13888, 13763, 13921, 13583, 13934, 14267, 14202, 13625, 13953, 13958, 13716, 13531, 13982, 13834, 13870, 13862, 13313, 13624, 13825, 13686, 13372, 13730, 13566, 13716, 13405, 13517, 14070, 13650, 13849, 13429, 13605, 13504, 13579, 13455, 13452, 13447, 13866, 13561, 13765, 13471, 13588, 13499, 13375, 13651, 13552, 13935, 13957, 13480, 14367, 13751, 14023, 13829, 14118, 13597, 13686, 13503, 13353, 13873, 13642, 13490, 13867, 13516, 13421, 13614, 14110, 14146, 13927, 14337, 14297, 13454
8865, 14461, 13888, 13801, 13912, 14113, 14528, 14670, 13975, 14451, 15334, 15283, 13930, 14598, 14620, 14490, 14470, 14602, 14235, 14480, 14106, 13967, 13882, 14177, 14307, 14613, 14830, 14744, 14734, 14725, 15912, 15451, 14631, 14708, 14352, 14512, 14344, 14475, 14539, 14534, 14585, 14461, 14594, 14685, 14652, 14603, 14380, 14238, 14492, 14729, 14717, 14359, 14727, 14529, 14542, 14655, 14258, 14158, 14302, 14682, 14603, 14137, 13660, 14588, 14364, 14621, 14657, 14991, 14049, 16038, 14476, 14605, 14158, 14445, 14285
12916, 12567, 12089, 12227, 13622, 12685, 12402, 12382, 12382, 13470, 12560, 11923, 12287, 12814, 12377, 12402, 12396, 12523, 12482, 12469, 12502, 12389, 12737, 12317, 12275, 12396, 12296, 12148, 12003, 8402, 7448, 12414, 12072, 11969, 11995, 12160, 12102, 11958, 12058, 11987, 12377, 11956, 12099, 11988, 12006, 12067, 12098, 12045, 11980, 12098, 12074, 12069, 12069, 12469, 12459, 12001, 12270, 12034, 12065, 11988, 11991, 12053, 12383, 12412, 12014, 12366, 12082, 12147, 12103, 12695, 12068, 12428, 15194, 11819, 12527
11590, 13140, 12911, 12850, 12988, 14094, 12732, 13023, 13078, 13392, 13434, 16009, 12839, 13169, 13088, 13150, 13090, 13331, 13152, 12948, 13240, 13077, 13170, 12998, 13159, 13243, 13191, 13177, 13320, 14105, 14483, 13001, 13072, 13204, 12962, 13166, 13146, 12991, 13273, 13140, 12943, 12998, 13054, 12902, 13169, 12818, 13128, 13132, 12974, 13166, 13309, 12937, 12933, 13893, 13245, 13035, 13276, 13099, 13102, 13021, 13084, 13110, 12998, 13109, 13036, 13186, 13998, 13847, 13088, 16827, 14485, 14690, 15394, 14903, 14355
8438, 7780, 7912, 7969, 8152, 8157, 8405, 8225, 12510, 12560, 12836, 12871, 12768, 12799, 12625, 12511, 12677, 12668, 12555, 12555, 12383, 12509, 12548, 12515, 12836, 12678, 12469, 12536, 12658, 12939, 12627, 12588, 12670, 12483, 12460, 12482, 12681, 12665, 12644, 12417, 12607, 12516, 12726, 12686, 12523, 12511, 12534, 12684, 12439, 12646, 12540, 12639, 12472, 12525, 12880, 12510, 12661, 12593, 12433, 12701, 12367, 12476, 12461, 12511, 12486, 12438, 12700, 12733, 12623, 13052, 12984, 12908, 12723, 13131, 12967
13575, 14700, 13683, 13844, 13673, 13924, 13695, 13939, 13677, 13655, 13854, 13973, 13692, 13798, 13826, 13696, 13591, 13878, 13791, 13818, 13777, 13995, 13733, 14104, 13966, 13925, 14013, 13867, 14010, 13591, 14313, 13931, 13964, 13882, 13758, 13874, 13956, 13781, 14138, 13777, 13689, 14051, 13718, 13790, 13743, 13823, 13870, 13719, 13999, 13963, 13754, 14058, 13955, 13765, 13836, 14041, 13954, 13818, 13878, 13827, 13833, 13928, 13723, 13765, 13863, 14038, 13727, 14209, 13601, 14230, 13657, 13730, 13875, 13957, 13846
8204, 9017, 9024, 9118, 9342, 13616, 13310, 13296, 13471, 13758, 13885, 11087, 13616, 13511, 13357, 13471, 13587, 13455, 13404, 13400, 13516, 13304, 13734, 13402, 13398, 13329, 13570, 13974, 14132, 14851, 14915, 13391, 13487, 13670, 13127, 13835, 13701, 13650, 13422, 13408, 13403, 13484, 13555, 13352, 13428, 13347, 13412, 13303, 13337, 13418, 13584, 13385, 13355, 13702, 13402, 13319, 13481, 13489, 13605, 13309, 13064, 13394, 13399, 13378, 13264, 13769, 13621, 13910, 15709, 15928, 14699, 14802, 15979, 15325, 13483
7461, 14812, 12094, 12118, 12133, 12314, 12180, 12723, 12201, 13007, 12633, 12565, 11957, 12403, 12569, 12402, 12443, 12589, 12477, 12402, 12179, 12412, 12200, 12370, 12247, 12180, 12425, 12322, 12284, 11802, 8859, 12679, 12267, 12260, 12153, 12230, 12281, 12098, 12203, 12189, 12335, 12259, 12365, 12383, 12354, 12274, 12189, 12149, 12158, 12348, 12346, 12300, 12391, 12245, 12223, 12240, 12216, 12276, 12234, 12387, 12324, 12093, 11923, 12385, 12150, 12205, 12306, 12480, 11990, 12723, 12111, 12247, 14363, 12192, 12194
