High Priority WRET
22058, 23595, 26386, 27538, 27499, 26187, 21602, 22097, 22081, 22440
27727, 29029, 29897, 27125, 24692, 23936, 22935, 22999, 23202, 23280
15802, 23828, 24108, 24317, 22993, 22954, 22767, 22510, 22999, 23004
27682, 28209, 28215, 23387, 23339, 22881, 23254, 23198, 23112, 22874
18176, 27377, 29223, 29335, 27001, 25001, 24666, 26172, 26474, 27468
7173, 12337, 30993, 32998, 32998, 23813, 26755, 30348, 31694, 31254
26039, 26104, 26605, 23823, 23743, 22755, 22835, 22925, 22868, 23048
29731, 29936, 30897, 25736, 25472, 22552, 24904, 25554, 25835, 24290
24690, 25675, 25948, 23744, 23505, 22968, 22627, 22533, 22442, 22954
26777, 28111, 28308, 25840, 23493, 22540, 22782, 22609, 22701, 22770
13893, 20694, 23140, 23490, 23545, 22873, 22368, 22787, 22824, 22662
18837, 22086, 25965, 25764, 25953, 24326, 23861, 22947, 22877, 22737
