High Priority WRET
11418, 18210, 19484, 19897, 19245, 18569, 18119, 18218, 18803, 19349
17312, 17391, 17623, 13571, 14091, 13940, 14185, 13876, 20223, 20807
7010, 8220, 27724, 28025, 28155, 21347, 22160, 23563, 27753, 27249
21030, 22232, 22342, 20502, 19810, 20165, 19821, 21930, 23315, 24686
23293, 24291, 24332, 20216, 19321, 18884, 17971, 18043, 19395, 20635
12780, 17880, 17880, 16787, 11566, 11242, 11006, 10168, 17822, 18868
6855, 10051, 21433, 21477, 21529, 18954, 19560, 19648, 19891, 20087
18857, 20866, 20866, 19917, 17971, 17750, 17762, 17867, 19113, 19698
9698, 14114, 14550, 15068, 13304, 12749, 18075, 18986, 19933, 19700
9597, 18579, 21863, 21910, 21499, 18639, 18562, 18269, 19244, 19244
17969, 19926, 19926, 18862, 12472, 11796, 12174, 12165, 21670, 22449
21607, 21717, 22274, 20751, 20304, 20014, 19665, 19389, 19688, 19870
