High Priority WRET
17589, 17700, 17735, 15618, 18008, 18824, 19484, 18394, 17485, 17971
17777, 18476, 18617, 16643, 16544, 16484, 18201, 18824, 18852, 17621
11348, 16384, 18105, 18023, 17225, 14826, 14952, 15132, 15313, 18524
16837, 17419, 17488, 15508, 15296, 15248, 15428, 15460, 15354, 15332
10353, 14556, 15499, 15591, 16119, 16045, 16657, 16399, 16394, 17331
15247, 16731, 16913, 15946, 15531, 15369, 15783, 15683, 15393, 15070
10456, 14356, 17772, 18393, 18414, 17920, 18043, 17821, 17757, 17902
18357, 19380, 19700, 17527, 17065, 16588, 16966, 16814, 17022, 15933
17132, 18010, 18343, 17151, 16460, 16039, 16309, 17030, 17609, 17654
14586, 15833, 16602, 16056, 16433, 16565, 16568, 16258, 16191, 16270
11597, 15798, 16445, 16434, 16705, 17451, 18199, 17882, 17246, 17080
9061, 14254, 17362, 17349, 17310, 16041, 16086, 15922, 15941, 16301
