High Priority WRET
7634, 14945, 18662, 19864, 20319, 21233, 20414, 22670, 21130, 21134
7442, 7646, 20247, 20576, 21592, 21169, 21093, 20198, 18855, 18832
6451, 8459, 23321, 24679, 24796, 24917, 20850, 19931, 17558, 17141
23420, 23420, 23420, 19637, 19416, 19399, 19414, 19249, 19559, 19604
21897, 22195, 22341, 19383, 19317, 19545, 19520, 19259, 19433, 19645
23118, 23424, 24254, 21892, 21966, 20398, 20041, 19518, 19489, 19540
21962, 22205, 22211, 19125, 19000, 19523, 19698, 19752, 19349, 19058
18415, 20705, 21364, 19132, 19710, 20654, 20488, 20330, 18792, 19010
19468, 21635, 21635, 21337, 19574, 20104, 19899, 20050, 19809, 19546
14347, 22933, 23654, 25509, 24992, 23327, 22599, 22439, 22593, 21340
25387, 25387, 25469, 19531, 19558, 19673, 19739, 19744, 19617, 19590
18277, 19501, 19861, 19729, 19979, 19620, 19867, 19986, 20068, 19645
