High Priority WRET
18226, 18501, 18789, 17471, 17399, 17049, 15509, 15546, 15619, 15688
16151, 16558, 16628, 16506, 16259, 16018, 15844, 16065, 16170, 16199
13829, 18584, 21037, 20455, 21514, 20541, 20128, 21699, 21286, 20393
16650, 18566, 18920, 19627, 18643, 18101, 16621, 16414, 15768, 15610
7866, 8187, 17625, 18187, 18399, 17330, 17068, 16588, 15855, 15946
8182, 11094, 17902, 18048, 18553, 18267, 18958, 18748, 17771, 16613
12471, 19879, 21193, 21339, 20677, 19576, 19350, 18314, 22121, 23140
17764, 18013, 19551, 17877, 17909, 16152, 15734, 15718, 15627, 16121
8383, 13857, 17126, 17331, 17363, 16346, 16067, 16271, 16196, 16615
12145, 16346, 17429, 17645, 17717, 16852, 16883, 16824, 16767, 16870
11764, 14648, 16727, 16811, 16744, 16258, 16266, 18075, 22492, 23852
19181, 19405, 20088, 18157, 18157, 16803, 15211, 15102, 15259, 15170
