High Priority WRET
18835, 26610, 26650, 22983, 18896, 18439, 18409, 18370, 17980, 18992
16461, 23421, 24178, 22807, 20896, 19782, 19813, 19797, 19756, 22775
16078, 20761, 23230, 23588, 24086, 23341, 23336, 22820, 22747, 22413
15466, 20560, 20760, 20674, 18606, 17635, 17571, 17666, 17350, 18319
18884, 22342, 24235, 26620, 25247, 23256, 19789, 19778, 19708, 19762
18091, 30143, 30389, 30389, 23777, 20068, 20021, 20289, 20066, 26528
23535, 25240, 26554, 23724, 24553, 24678, 25026, 25071, 25336, 23569
13155, 22459, 22714, 22630, 22310, 22306, 22842, 22295, 21542, 21347
18528, 25242, 25242, 24525, 18915, 18759, 18743, 18252, 18360, 19414
8009, 15065, 20603, 22006, 22196, 23191, 23061, 23625, 23076, 20721
15989, 20405, 22273, 22273, 21623, 21109, 21287, 21432, 21607, 22145
7338, 16299, 22105, 22142, 22787, 21106, 22074, 21267, 20857, 20358
